Internal.Interview.Numbers,A.Quiet.Place.Part.II,Mulan,My.Spy,Saint.Maud,The.New.Mutants,The.High.Note,Scoob.,The.SpongeBob.Movie..Sponge.on.the.Run,Antebellum,Antlers,Black.Widow,Run,Spiral,The.Woman.in.the.Window,Irresistible,The.Green.Knight,Wonder.Woman.1984,Candyman,Greyhound,Soul,Minions..The.Rise.of.Gru,In.the.Heights,Top.Gun..Maverick,Free.Guy,Ghostbusters..Afterlife,Tenet,Jungle.Cruise,Morbius,Peter.Rabbit.2..The.Runaway,Connected,The.King.s.Man,Respect,No.Time.to.Die,Fast...Furious.9,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9
128764450,0.002841965,0.026516792,0.001005043,9.02E-05,0.002544353,0.000191707,0.001633942,0.049356292,0.004872246,0.000399429,0.000274863,5.03E-05,4.32E-05,0.000822649,0.000294746,0.000191139,0.003442853,0.000698371,0.000167546,4.35E-05,0.001959269,7.17E-05,0.028074775,1.27E-05,0.036613261,7.77E-05,0.000521778,1.98E-05,0.008439964,5.47E-05,0.000499107,0.000118411,0.0029106,0.825145167,3,2,5,5,5,1,4
128764562,0.005514537,2.81E-05,0.002293902,0.000246184,1.65E-05,0.0005471,9.09E-06,1.22E-05,0.000463885,3.30E-05,0.043823634,0.002028223,0.000599709,0.023844937,0.000463957,0.000957332,0.019528826,0.021261711,0.000270782,0.00019165,3.33E-05,0.001008584,0.172490903,0.000465201,0.000130686,0.000259012,1.21E-05,0.00032327,1.21E-06,0.000349462,0.007442564,0.002008881,0.002839801,0.690499701,3,2,5,5,5,1,4
128764617,0.001043388,0.013623044,0.014949242,0.027110689,0.083049834,0.010242971,0.010617395,0.006215831,0.011431467,0.005772986,0.091891082,0.008926975,0.002890891,0.056994124,0.007624852,0.004887471,0.037689758,0.007748876,0.007984012,0.002455173,0.01190897,0.002559219,0.000402532,0.000858892,0.010108804,0.006671417,0.017136946,0.007027175,0.43630897,0.004319155,0.071563143,0.009368446,0.005182393,0.003433875,1,3,2,6,7,4,5
128764796,0.003216555,0.025822218,0.000699048,0.003293103,0.001636422,0.004770391,0.00238798,0.350120947,0.000736049,0.003228337,0.000469267,0.003045308,0.001423626,0.003788768,0.003740233,0.001808721,0.006570757,0.006596708,0.009113993,0.007517125,0.028491095,0.011781997,0.003458347,0.001783822,0.000498124,0.011518111,0.005907994,0.002079816,0.05127512,0.010932481,0.001357555,0.004085684,0.001630569,0.42521373,3,2,5,5,5,1,4
128764862,0.308101972,0.018067648,0.004214805,0.000764988,0.010571505,0.000427297,0.001782072,0.113493463,0.001581024,0.000303405,0.002095108,0.00034402,0.00025665,0.001944552,0.000622242,0.004158829,0.005769223,0.000159988,0.0001972,6.94E-05,0.006224743,0.002185149,0.006801689,0.038464513,0.049223857,0.001029434,0.01968834,0.00032127,0.006373381,0.000289042,0.025393181,0.00168278,0.14566377,0.221733497,2,4,1,2,1,6,3
128764885,0.433633061,0.000495213,0.000112276,1.68E-05,0.000366062,5.74E-05,0.000314532,0.025558187,0.000139167,8.90E-06,0.013254487,0.000295917,0.000114873,0.001554372,0.000108512,5.04E-05,0.004532766,0.0267575,5.16E-05,0.00025918,0.000432307,1.18E-05,0.015832195,0.000106054,0.001321086,2.64E-05,0.000299383,0.000164518,6.80E-05,4.70E-05,1.69E-05,9.08E-05,3.29E-05,0.473869459,3,2,5,5,5,1,4
128764996,0.583236952,0.000844635,0.001881396,0.000584141,0.0003824,0.001292546,0.003607756,2.61E-05,0.000623716,0.000297389,0.001896019,0.007806067,0.000542848,0.059280489,0.001730312,0.001799714,0.019986076,0.176652638,0.001506292,0.000124107,3.80E-05,0.002413686,0.089240804,0.01069188,0.007795993,0.005845807,0.000750532,0.001597753,3.76E-06,0.001248622,0.007222554,0.000156041,0.007084142,0.001808826,2,4,1,2,1,6,3
128765010,0.014008563,0.000300952,8.26E-05,0.0002366,1.59E-05,0.000110395,4.21E-05,4.49E-07,0.000846976,0.000256527,0.01746182,0.000206905,0.000187066,0.002994762,0.00018313,0.002144325,0.060575128,0.00013175,0.005371305,2.24E-05,9.86E-07,0.000316874,0.64937767,0.000100881,0.00183987,0.000884842,6.30E-05,0.001088551,7.43E-07,0.000153309,0.016559045,4.18E-05,0.223837312,0.000555578,1,3,2,6,6,8,2
128765195,0.001295384,0.00534849,0.002281106,0.00137948,0.002608408,0.001954362,0.013211032,0.003782951,0.000897274,0.001869068,0.278260626,0.000557987,0.000762719,0.001066998,0.002806398,0.001736146,0.588984635,0.003938214,0.003333795,0.001237189,0.019570194,0.00216848,0.004037201,0.001332455,0.006362804,0.002281789,0.003627307,0.002678053,0.010422168,0.002955323,0.001932845,0.003800612,0.001574274,0.019944233,1,1,4,4,4,2,8
128765247,0.021509825,0.00138828,0.000285397,0.001565363,0.02631433,0.002223343,5.49E-06,1.19E-05,0.004101123,0.006345869,0.103713881,0.002141703,0.001708264,0.01437222,0.00136444,0.057346281,0.412666599,0.003293726,0.027558416,0.00151615,1.72E-05,0.002396786,0.001965409,0.014186584,0.00476444,0.100563383,0.000341447,0.023704899,2.13E-05,0.003777376,0.010452075,0.000388959,0.144366824,0.003620709,1,1,4,4,4,2,8
128765533,8.52E-05,0.000159099,0.000407893,8.38E-05,5.57E-05,0.0003303,0.001010147,3.39E-06,0.000383415,0.000194358,0.006137023,0.000479327,0.000600658,0.001158084,0.000593643,0.003143129,0.00713518,3.36E-05,0.000795228,4.91E-05,2.28E-05,0.000405689,0.324508407,0.000492019,0.00513771,0.000332049,0.005359177,0.001483591,1.52E-06,0.000472984,0.00906017,0.000462207,0.580197686,0.04922565,1,3,2,6,6,8,2
128765741,0.001017922,0.011831539,6.77E-05,0.00024393,0.004487609,9.41E-05,7.69E-07,1.71E-06,8.75E-05,9.80E-05,0.402986286,0.000336222,0.000671224,0.002100632,0.00058646,0.000440479,0.443802115,5.42E-06,0.000858957,0.000422641,8.24E-05,0.000433658,0.001357513,0.001410111,0.003550009,0.000242775,0.003181821,0.016450244,3.02E-06,0.000194202,0.000354102,0.000312457,0.099815127,0.002471479,1,1,4,4,4,2,8
128765847,0.00165687,0.00764038,0.000245417,2.64E-05,4.95E-05,3.67E-05,0.163654508,0.08020756,0.000152955,0.000152813,0.000473793,6.00E-05,0.000128262,0.000799285,0.000163945,2.74E-05,2.51E-06,0.008148796,0.000580963,0.000820028,0.675757801,9.43E-05,1.18E-05,0.000275373,0.026442675,0.000141709,0.004323194,2.28E-05,0.027205921,0.000245679,0.000109646,0.000244951,9.87E-06,8.63E-05,1,3,2,6,7,4,5
128765881,0.007610414,0.001287071,0.002265056,0.008436762,0.000101747,0.073288207,3.88E-06,4.25E-06,0.029478096,0.019350553,0.003927331,0.03920737,0.021761676,0.041685915,0.017948301,0.00230616,0.000230673,0.017785401,0.153072549,0.11549277,2.82E-05,0.024908716,0.000473245,0.003195357,0.000433062,0.094541455,0.001763308,0.000214209,0.000173905,0.036102694,0.000856868,0.275262418,0.005481381,0.001321046,1,3,2,6,7,4,5
128765932,0.000119911,0.002050498,0.007494217,7.48E-05,0.001347954,0.001581715,0.000550549,8.72E-06,0.005593386,0.000190978,0.100916623,0.000263532,0.000409759,0.000195156,0.001015342,0.002154763,0.028588836,2.65E-06,0.000973773,0.003089539,0.000952841,0.001188798,0.060048723,0.000321216,0.006753061,5.52E-05,0.005668573,0.000470952,4.25E-05,0.000511148,0.003066195,0.008857701,0.714523597,0.04091678,1,3,2,6,7,4,5
128765948,0.033687925,0.004700289,0.003014866,0.001184061,0.000448215,0.009020482,6.38E-06,6.07E-05,0.063050763,0.002285521,0.079581503,0.004163299,0.004792326,0.062411063,0.010166986,0.000300715,1.88E-05,0.550687828,0.001446119,0.04642116,0.001850729,0.014395255,2.17E-05,0.00122928,5.62E-05,0.003388429,0.007626035,0.008090263,0.001710294,0.004236334,0.000755667,0.078507047,0.000428684,0.000255078,1,3,2,6,7,4,5
128765963,0.190237187,0.126587505,0.002043591,0.000538221,0.037390647,0.000336117,0.000732762,4.49E-06,0.000555222,0.004696803,0.009588014,0.003287407,0.001690309,0.002913207,0.000533375,0.002201046,0.407559442,0.003593102,0.000554427,0.000667757,3.88E-05,0.00029076,0.004594843,0.001180829,0.003376767,0.00744395,0.000392301,0.023172782,0.00034064,0.000313864,0.005364742,0.000678895,0.150138852,0.006961375,1,1,4,4,4,2,8
128765965,0.096381342,0.03159878,0.002178622,0.002057836,0.015896178,0.005607089,0.002584655,0.002402636,0.005529047,0.017599239,0.032765568,0.003095927,0.002314771,0.015157004,0.004452455,0.005444944,0.051565686,0.076662084,0.016869044,0.065513771,0.000790915,0.002342133,0.463939163,0.00366289,0.000913173,0.002854007,0.008201433,0.012908047,0.004623405,0.011384249,0.010150304,0.008242652,0.003667633,0.010643319,1,3,2,6,6,8,2
128766042,0.000536496,0.009172597,0.085741206,0.081161179,0.00049262,0.003987589,0.006325463,0.000205396,0.004734502,0.023609296,0.049293131,0.054058736,0.047026747,0.026549018,0.015687453,0.053826645,0.058129268,0.011053251,0.084368086,0.011252257,0.002091159,0.017413656,0.017315045,0.003474888,0.00092512,0.014792863,0.001103963,0.070479713,0.001187121,0.074148816,0.111340806,0.013201021,0.044396158,0.000918735,1,3,2,6,7,4,5
128766079,0.017341811,3.61E-05,0.000793196,0.000104954,0.014493981,0.000237545,3.22E-06,1.01E-07,0.00018251,0.00023359,0.606190372,0.000408874,0.001321844,0.006396818,0.000702572,0.004023771,0.264402577,5.15E-05,0.000198459,0.000100492,1.26E-06,0.000698267,0.047251592,0.000602752,0.014902973,0.00054367,0.000177899,8.49E-05,3.41E-06,0.00018246,0.001570226,0.000572657,0.014380816,0.001802751,1,1,4,4,4,5,6
128766174,0.134344092,0.053172436,0.001707247,0.000448446,0.015413823,0.001890651,0.001382836,0.003282817,0.002878542,0.000244483,0.023953659,0.002129842,0.000700815,0.000594599,0.00148986,0.003187509,0.005480646,0.402092768,0.000114025,0.004407269,0.061004076,0.00103737,0.006020782,0.000578631,0.044415277,8.22E-05,0.004125516,0.005231093,0.000156922,0.0006195,0.000304332,0.002084159,0.160038215,0.055385561,1,3,2,6,7,4,5
128766213,0.689531265,0.000361279,0.000398442,0.004438136,0.075142457,0.005837561,0.00035348,0.00016987,0.005314129,0.002427071,0.038456259,0.006620236,0.003368637,0.021430163,0.004117742,0.004321725,0.000156729,0.001982223,0.001193811,0.003394879,0.001573142,0.001054581,2.57E-05,0.001435648,0.010795881,0.003489643,0.000103804,0.002522382,3.56E-05,0.001602561,0.010525397,0.021262409,0.00249277,0.074064449,2,4,1,2,1,6,3
128766248,0.009692443,0.013371457,0.013939128,0.003770744,0.008168947,0.000974317,0.278870776,0.00828807,0.000595817,0.006333655,0.002263977,0.007766427,0.002826349,0.003702881,0.001944066,0.002925578,0.06263435,0.008747611,0.004620669,0.007149526,0.002929321,0.003680857,0.005767888,0.013606265,0.008159723,0.001521926,0.008220221,0.002496582,0.000305743,0.005564242,0.020821302,0.002553182,0.000119036,0.475666922,3,2,5,5,5,1,4
128766260,0.023998218,0.614454028,0.002612818,0.002905463,3.40E-05,0.00661331,0.023770251,2.13E-05,0.054153105,0.005679507,0.000726393,0.002288249,0.000737043,0.056240962,0.006457858,0.001429757,0.005978759,0.000143897,0.002585797,0.097581723,0.000729138,0.031567205,0.000539759,0.00014171,0.007536927,0.000863865,0.003672643,0.000147811,0.028870487,0.002960634,0.006098118,0.006271339,0.002150667,3.73E-05,1,3,2,1,2,7,1
128766378,0.028482866,0.027671991,0.00573712,0.001987866,0.023501484,0.012318212,0.024905953,0.012773482,0.00914804,0.011383093,0.062387734,0.007683875,0.026557812,0.017896629,0.021395496,0.004977728,0.01228449,0.002443734,0.019502263,0.042842124,0.10084605,0.021989687,0.009762423,0.012701625,0.036568358,0.026797433,0.070076485,0.044124455,0.137137577,0.034727519,0.008670323,0.010900657,0.0912985,0.018516913,1,3,2,6,7,4,5
128766594,0.002407706,0.003962817,0.004912527,0.001308052,0.003968744,0.002652633,0.02740939,0.007248218,0.064417728,0.002788969,0.000566728,0.001725686,0.001591251,0.030262777,0.00534948,0.001762447,0.007914041,0.00162633,0.005178031,0.001412893,0.044240408,0.004144184,0.00595022,0.001048603,0.074908985,0.00078784,0.051423467,0.001346747,0.123407728,0.003230221,0.010873546,0.00347443,0.000527544,0.49616963,3,2,5,5,5,1,4
128766596,0.021058715,0.013535349,0.039887582,0.026344961,0.001243406,0.013227704,0.000454267,0.000621108,0.007447246,0.010037644,0.024496896,0.017583653,0.023821904,0.00097274,0.012085791,0.021073719,0.427251061,0.019181302,0.07092478,0.007741713,0.002079193,0.020464244,0.01316297,0.034735218,0.008977092,0.045001521,0.010547265,0.003429153,0.000613203,0.020945466,0.00544644,0.012347944,0.026547382,0.036711367,1,1,4,4,4,2,8
128767191,1.88E-05,0.774628704,0.000492241,0.000246209,0.000770436,0.000156471,0.00337054,0.001195313,0.000171264,0.0003446,0.077993896,0.000294983,0.000336889,0.000560002,0.00028323,0.000112594,0.016954096,0.00013416,5.72E-05,0.002733103,0.001803777,0.000613845,0.000913938,0.000545895,0.000132043,0.000125574,0.010231302,0.000256967,0.001829346,0.000170806,0.000484208,0.000590781,0.001654946,0.099791849,1,3,2,1,2,7,1
128767211,0.926625435,0.00107088,0.000592388,0.000151932,0.002960633,0.000231552,0.000492521,0.009523432,0.000327708,0.000139061,0.000111793,0.00040873,0.000177134,0.00107539,0.000347683,4.47E-05,0.000145334,0.007322727,0.000219751,3.12E-05,0.024964365,8.79E-05,0.000233289,0.001319349,0.00788349,0.000378757,0.001577387,0.000921514,0.000964428,8.33E-05,0.00029417,0.000881275,0.00029615,0.008114588,2,4,1,2,1,6,3
128767228,0.723488065,0.002303113,0.002100964,0.000295577,0.0040449,0.000568316,0.010008172,0.014575332,0.000133326,0.000157174,0.035429839,0.003756578,0.004516237,0.054582618,0.000931222,0.000857844,0.001447286,0.015905945,0.001713409,0.002847715,0.030615345,0.000172378,0.00240349,0.004785557,0.013301283,0.006758295,0.00420001,0.046067624,2.74E-05,0.002267159,0.000799034,0.000619584,0.007640784,0.00067845,2,4,1,2,1,6,3
128767319,0.038378531,0.02212285,0.002367396,0.000202787,0.164872121,0.000459437,0.029113847,0.134896929,0.00326996,0.013391057,0.002782632,0.003829267,0.001169777,0.001461703,0.000646409,0.000268177,0.005308779,0.259790739,0.000186492,0.001994725,0.008757681,0.00036331,0.003310177,0.040948948,0.237280806,0.000884713,0.002969998,0.0039641,0.002165768,0.000903102,0.000305821,0.00020501,0.000712153,0.010714798,1,3,2,6,7,4,5
128767333,0.000566386,0.092441301,0.017606952,0.000146145,0.000827356,0.002409941,0.011725133,0.000160158,7.31E-05,0.000726004,0.001673466,0.000951549,0.000197051,0.079986705,0.002353253,0.003066889,0.039268386,0.000168918,0.002304443,0.001060412,0.005132983,0.002173502,0.007665957,0.002821811,0.000220477,0.000627604,0.012541588,0.000634373,0.028725989,0.001312946,0.050208411,0.000842844,0.00493318,0.624444779,3,2,5,5,5,1,4
128767383,0.006557193,0.075691167,0.001005186,0.001129866,0.004128689,0.000677498,9.47E-05,0.001349093,0.00072386,0.001083707,0.064767603,0.002985366,0.001168128,0.00823479,0.00052487,0.002145116,0.148320849,0.000216271,0.00958702,0.00872938,0.000717266,0.001800686,0.45292808,0.001561015,0.000148064,0.000900331,0.05335319,0.001265274,1.62E-05,0.001231006,0.011097647,0.000701885,0.118893712,0.01626527,1,3,2,6,6,8,2
128767445,0.034524859,0.047719259,0.004531972,0.000104523,0.041746171,0.000132219,0.000689782,0.002789156,0.000193595,0.000832883,0.579989004,0.001056976,0.001286021,9.91E-05,0.000212585,0.002633267,0.08497223,0.12813927,0.000690748,0.001664068,0.001002795,0.001542787,0.007013505,0.008886109,0.010700937,0.001910787,0.007012061,0.003181614,6.51E-05,0.000744853,0.005446787,0.000196949,0.01470693,0.003581054,1,1,4,4,4,5,6
128767568,7.90E-05,0.002128596,0.00136647,4.30E-05,0.000999692,0.000187207,0.354433081,0.527807433,3.19E-05,8.90E-05,0.000368733,0.000183511,3.95E-05,0.000103064,0.000133264,4.43E-05,0.000222598,0.000216731,3.35E-05,0.000123889,0.046345638,0.000199086,9.20E-05,0.000845063,0.022094024,1.11E-05,0.000445494,6.59E-05,0.008597603,6.99E-05,8.40E-06,6.53E-05,0.002937934,0.029587924,1,3,3,3,3,3,7
128767593,0.000393008,0.011926341,0.001020064,0.000968055,0.010239183,0.001283659,0.001761881,3.39E-06,0.012197677,0.001650441,0.144503832,0.001016931,0.000749164,0.021136744,0.002504702,0.001866935,0.242458709,0.001036408,0.005700314,0.002523396,0.000209123,0.003824541,8.83E-05,0.000786541,5.86E-05,0.000522956,9.36E-05,0.001920262,7.84E-05,0.00162598,0.004254842,0.004084249,0.365945352,0.15156646,1,1,4,4,4,2,8
128767763,0.065133562,0.020295667,0.056773938,0.012765601,0.001383249,0.017433422,0.018441306,0.036382845,0.002512784,0.009980336,0.020777942,0.043835552,0.007741773,0.035723609,0.007534286,0.010453382,0.005738613,0.027713752,0.010767903,0.013013767,0.026086802,0.016471196,0.021830808,0.392482801,0.00887972,0.007079167,0.039136141,0.009248121,0.008036572,0.005692813,0.009821552,0.012326674,0.015591127,0.002913218,1,3,2,6,7,4,5
128767780,6.83E-06,0.029821431,0.001243286,0.000475638,4.22E-05,9.25E-05,2.18E-05,1.80E-07,1.69E-05,0.000119155,0.08058015,0.000367159,0.000397086,0.000400519,0.000234384,0.005032624,0.771626121,0.000120983,0.001885031,0.001158941,0.000270375,0.000138352,0.001546763,0.000499935,1.01E-05,0.000406955,0.001432032,0.004094267,2.79E-05,0.000549879,0.0042381,0.000752735,0.000784314,0.091605481,1,1,4,4,4,2,8
128767903,0.619654633,4.71E-05,0.001265949,0.003080711,0.00019203,0.006143403,4.91E-07,1.61E-05,0.08045632,0.01618387,0.011852899,0.020511042,0.009416703,0.076217678,0.007097284,0.002607374,0.000710878,0.000366387,0.004131041,0.000790782,4.69E-06,0.029469017,0.002558548,0.001182579,0.00018504,0.012132459,0.000170673,0.002735025,9.99E-06,0.003309312,0.002793761,0.004781324,0.079899032,2.59E-05,2,4,1,2,1,6,3
128767917,0.000321938,0.007819046,0.013012648,0.001496464,0.014512944,0.002500017,0.001781933,0.260465257,0.000935927,0.00080171,0.001934608,0.005712046,0.00388207,0.000481884,0.003716684,0.00543648,6.18E-05,0.001921749,0.001146545,0.004039665,0.307076555,0.001360014,0.077308269,0.003804818,0.009466367,0.000697442,0.117291105,0.011216767,0.000396623,0.001995829,0.00218897,0.002741582,0.075765277,0.056708935,1,3,2,6,7,4,5
128768000,0.021500236,0.11796055,0.013840942,0.020120283,0.0120464,0.019198223,0.004004715,0.001821858,0.016628721,0.007358271,0.072542913,0.021861236,0.041729869,0.019069239,0.010414262,0.007852509,0.005043338,0.18485557,0.003836457,0.003723079,0.01200371,0.006312642,0.040854624,0.019476711,0.05891211,0.031024363,0.000915242,0.021388763,0.096114279,0.013728695,0.026793037,0.026666178,0.026551467,0.013849504,1,3,2,6,7,4,5
128768375,0.336947656,0.005111676,0.000449015,8.23E-05,0.00075205,0.000727551,0.000112503,1.37E-06,0.000677682,6.65E-05,0.478364522,0.000575963,0.000439801,0.026832575,0.001048826,6.90E-05,0.110683764,0.008725412,0.000235525,0.001702902,0.002308656,0.000887292,1.24E-05,0.000111539,2.41E-05,0.001102698,0.00011682,0.001215856,1.02E-05,0.000455011,0.000305003,0.001681724,0.005616281,0.012545756,2,4,1,2,1,6,3
128768427,0.002041544,0.102572465,0.003452922,0.000120137,0.001904499,0.000279884,0.008586056,0.326002582,0.003015284,0.001476951,0.024006028,0.000694949,0.000244158,0.001572548,0.000939575,0.000850903,0.035530175,8.29E-05,0.000483577,0.013551711,0.374389907,0.001573841,3.84E-05,0.001681354,0.025282453,0.000246201,0.040951586,0.001779986,0.002141919,0.000862889,0.017166656,0.00124692,0.004593148,0.000635986,1,3,3,3,3,3,7
128768444,0.45711187,5.36E-05,0.000655217,0.002282713,0.013971244,0.000309454,4.89E-06,2.38E-06,0.002255031,0.000613199,0.212553661,0.001552093,0.001436202,0.048878938,0.000530203,0.004694526,0.233384127,0.001575134,0.000169581,0.000600309,0.000471609,0.000486525,5.87E-05,0.000400286,0.006801189,0.000532894,6.07E-05,0.001912645,5.11E-06,0.000586048,0.002590646,0.001037547,0.000314024,0.00210771,2,4,1,2,1,6,3
128768526,0.014374107,3.58E-05,0.004299362,0.008529779,0.000489312,0.007818326,0.007701934,0.000902089,0.030864616,0.001819424,0.126530072,0.014417271,0.016494795,0.326984733,0.016415538,0.004706119,0.002192915,0.007791536,0.088268707,0.02060016,0.034537298,0.02091356,0.001443152,0.007792595,0.012763184,0.002729704,0.001776361,0.107017781,6.96E-05,0.004971608,0.0471307,0.03585673,0.021549929,0.000211229,1,3,2,6,7,4,5
128768535,0.004428843,0.182064202,0.001825128,0.000344684,0.024654474,0.000726236,0.024016454,0.378456368,0.00149278,0.000541685,0.150796473,0.001590152,0.00343831,0.040414307,0.002720073,0.003846459,0.043979491,0.003539731,0.000304588,0.000269161,0.0015221,0.001566952,0.004191553,0.001834425,0.001498413,0.000305943,0.010567217,0.001430274,0.000664726,0.000982352,0.016770529,0.002053757,0.009325607,0.077836554,1,3,3,3,3,3,7
128768618,0.093903154,0.000818685,0.005863448,0.004708632,0.003884723,0.006363412,0.00217186,0.019641676,0.008058863,0.002674408,0.438185902,0.002422333,0.004284553,0.105525745,0.014599385,0.002790859,0.012113099,0.000343523,0.002658633,0.034012816,0.003873199,0.002603742,0.005505493,0.003482389,0.000402782,0.002556276,0.003945382,0.009272753,0.002685406,0.003999329,0.028909637,0.045395172,0.002966985,0.11937575,1,1,4,4,4,5,6
128768671,0.75316029,6.62E-05,0.000188874,0.000442882,0.000422866,9.46E-05,1.32E-05,2.55E-05,0.001916889,0.00135731,0.000667912,0.001874228,0.00304321,0.004230739,0.000350815,0.000640631,4.51E-05,0.213063706,0.000185623,0.000146663,0.00017275,0.000281563,0.000211084,0.000175778,0.005961213,0.000434353,0.002443776,0.004659001,2.26E-06,0.000645382,0.000348915,4.80E-05,9.02E-05,0.00258841,2,4,1,2,1,6,3
128768673,0.006261155,0.161963446,0.008148419,0.032219398,0.023440724,0.010262953,0.014743977,0.061812026,0.018487189,0.031500106,0.110181815,0.030151607,0.011535688,0.004752926,0.008644032,0.017839868,0.043260824,0.018801537,0.018255575,0.014821989,0.006644616,0.007345446,0.048114637,0.048626714,0.0042995,0.067639034,0.001992819,0.089643008,0.00322075,0.033461302,0.008317625,0.001820442,0.016790908,0.014997944,1,3,2,6,7,4,5
128768719,0.000323946,0.012824672,0.002891889,0.000792624,0.191911276,0.001948621,0.047806353,0.01467128,0.002105744,0.003918477,0.000481827,0.002400905,0.002742352,0.00044941,0.002333363,0.010759877,9.58E-05,0.003481002,0.001565583,0.00017365,0.084575542,0.000546788,0.154530016,0.010530814,0.384526227,0.000739123,0.037838525,0.002950031,0.002214459,0.003747303,0.002352901,0.001120919,0.010629793,1.89E-05,1,3,2,6,7,4,5
128769000,0.002668842,0.004865393,0.001430018,3.55E-05,6.16E-05,0.000150008,0.000410637,7.06E-06,0.000498343,3.37E-05,0.382564061,0.000354981,7.54E-05,0.004179341,9.77E-05,0.001355185,0.040985098,0.001035007,0.002529356,7.11E-05,0.000228039,3.29E-05,0.464576172,0.000330879,0.004532652,7.94E-05,0.000397446,0.000334411,5.03E-06,0.000100591,0.001010795,3.88E-05,0.00296748,0.08195717,1,3,2,6,6,8,2
128769014,0.001615475,0.090233861,0.000277618,0.000125153,0.00737787,0.000107903,0.087197306,0.151137687,0.000486823,0.000311538,0.00061799,9.96E-05,4.31E-05,0.000304238,0.000155253,0.000261817,7.93E-05,0.003148781,9.03E-05,0.000842828,0.537641163,0.000197863,0.000166368,7.70E-05,0.086279591,0.000103787,0.006568489,0.003021217,0.007007925,0.000465901,0.001413302,0.000122002,0.00259582,0.009825146,1,3,2,6,7,4,5
128769096,0.713254388,0.059559424,2.60E-05,0.000119304,0.001923905,0.000515312,0.006716754,0.000268518,0.000826526,0.000738912,0.009998393,0.000650669,0.000250767,0.006402121,0.000333616,8.71E-05,0.004896844,0.023752376,0.009365045,0.003018339,0.045181239,0.000346099,0.035952645,0.000251229,0.003861185,9.10E-05,0.065204174,0.000639898,0.003639263,0.000640768,0.000723802,0.000687839,7.01E-05,6.52E-06,2,4,1,2,1,6,3
128769212,0.135913696,0.168001185,0.000894751,0.002981667,2.93E-05,0.002407406,2.50E-06,3.35E-07,0.035594856,0.000494387,0.127430824,0.006869012,0.001720432,0.037886794,0.003566558,0.002054597,0.402361995,0.001287931,0.00148693,0.001983554,3.67E-06,0.022864799,0.001066141,0.000332131,5.92E-05,0.003695514,0.000139647,0.003479015,3.31E-06,0.00154647,0.011678728,0.003769984,0.018296332,9.64E-05,1,1,4,4,4,2,8
128769398,0.001583441,0.100192126,0.003066209,0.000257905,0.00014497,0.00250069,0.024897056,0.006246359,0.000467876,0.00509762,0.0008867,0.000201135,0.000336048,0.000106708,0.000471232,0.000258819,0.127197505,1.81E-05,0.002307371,0.002180731,0.021239759,0.001323792,0.228152076,0.001358452,0.012958384,0.000927506,0.033566317,4.48E-05,0.408542703,0.002184956,0.001577329,0.005763267,5.56E-05,0.003886471,1,3,2,6,7,4,5
128769784,0.000595394,0.125422875,0.003190749,0.005750796,0.004831222,0.000731431,0.003990996,0.004515536,0.001429215,0.004371798,0.080058329,0.006652408,0.000301581,0.047326815,0.000576584,0.002541495,0.016029963,0.568036791,0.003913557,0.001017823,0.000139211,0.000449274,0.006962395,0.000306711,0.086943315,0.000199502,0.000637463,0.00030653,0.002712685,0.00024086,0.001852586,0.000226076,0.006071286,0.011666746,1,3,2,6,7,4,5
128769869,0.048970566,0.003909024,0.000402942,0.000366245,0.059247491,0.001059169,3.43E-05,0.004974063,0.035943762,0.000894617,0.634865024,0.001478244,0.001552106,0.004629044,0.002237136,0.002989102,0.015255377,0.026175621,0.002243315,0.073397466,0.027730532,0.008847345,0.000142407,0.003258683,0.000330927,0.000977476,0.000353585,0.014034263,7.50E-06,0.002927502,0.002419285,0.004985645,0.013315053,4.52E-05,1,1,4,4,4,5,6
128769894,0.001819992,0.001784224,0.001858832,0.000128294,0.002970756,0.001984674,0.00028951,0.019741633,0.003540677,0.003521254,0.000112806,0.000336213,0.000483791,4.16E-05,0.001604108,0.002430844,2.24E-05,0.00139321,0.001942577,0.001437143,0.050665215,0.000141971,0.425199855,0.001102463,0.103031333,0.000469264,0.03562251,0.00144507,0.015839633,0.00077118,0.001558001,0.000753804,0.126143759,0.189811406,1,3,2,6,6,8,2
128769926,0.0043855,0.026000285,7.63E-05,0.000241144,0.024053472,0.000308695,0.074029788,0.029459376,0.001245287,8.65E-05,0.010120955,0.001286627,0.000202858,0.003557153,0.00029186,0.000893663,0.001248512,1.52E-05,0.000245448,0.000229541,0.17517225,7.95E-05,0.000802959,0.0001963,0.001764456,5.60E-05,0.003090469,0.000285984,0.058582139,0.00035901,0.000858559,0.000586369,2.74E-05,0.580160481,3,2,5,5,5,1,4
128769959,0.018565489,0.069391915,0.001344648,0.000105009,0.011360702,0.000291689,0.025834065,0.004223338,0.000104366,0.00026722,0.077146764,0.000188447,0.000118449,0.001104804,0.000280596,0.001563894,0.039273952,0.001289106,0.001828971,0.00047883,0.220395689,0.000932735,0.002201555,0.000981033,0.005423459,0.000236936,0.261043094,0.000167676,0.232501655,0.000488981,0.000941901,0.000814757,0.003998859,0.015109417,1,3,2,6,7,4,5
